ら戳_str,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计,MA5,MA10,MA20,DIF,DEA,OSC,K,D,J,RSI5,RSI10,RSI_DIF,VOL5,VOL10
2021/01/04,236685658,6691711526,29.4,29.65,27.75,28.0,-1.05,79750,28.0,28.0,28.0,0.0,0.0,0.0,37.72,45.91,21.34,0.0,0.0,0.0,236685658.0,236685658.0
2021/01/05,146312854,4157863270,28.2,28.85,28.1,28.45,0.45,46010,28.22,28.22,28.22,0.03589743589743577,0.007179487179487154,0.028717948717948617,37.43,43.08,26.13,100.0,100.0,0.0,191499256.0,191499256.0
2021/01/06,192450388,5377848334,28.75,28.9,27.05,27.35,-1.1,60269,27.93,27.93,27.93,-0.024136167725909985,0.000916356198407727,-0.025052523924317713,28.8,38.32,9.76,21.43,25.08,-3.65,191816300.0,191816300.0
2021/01/07,143571698,3952943285,27.8,28.15,26.7,27.6,0.25,45814,27.85,27.85,27.85,-0.0509529663741084,-0.009457508316095499,-0.0414954580580129,29.37,35.34,17.43,38.03,37.98,0.05,179755150.0,179755150.0
2021/01/08,264843070,7654812351,28.5,29.35,28.3,29.0,1.4,81167,28.08,28.08,28.08,0.04029829356105452,0.000493652059334505,0.039804641501720014,45.57,38.75,59.21,77.66,71.54,6.12,196772734.0,196772734.0
2021/01/11,120763873,3453070496,28.95,29.0,28.3,28.45,-0.55,37947,28.17,28.14,28.14,0.06745756224460564,0.013886434096388732,0.05357112814821691,50.15,42.55,65.35,56.41,56.79,-0.38,173588377.0,184104590.0
2021/01/12,143160358,3981972641,28.45,28.85,27.15,27.3,-1.15,46234,27.94,28.02,28.02,-0.003770447330900595,0.010355057810930868,-0.014125505141831463,40.21,41.77,37.09,30.35,37.19,-6.84,172957877.0,178255414.0
2021/01/13,75233523,2096326591,27.7,28.2,27.45,27.7,0.4,23032,28.01,27.98,27.98,-0.027624067968904598,0.0027592326549637745,-0.030383300623868372,38.11,40.55,33.23,43.88,45.22,-1.34,149514504.0,165377678.0
2021/01/14,97414271,2762311026,27.85,28.75,27.75,28.45,0.75,30329,28.18,28.03,28.03,0.013831061935437816,0.0049735985110585836,0.008857463424379233,45.18,42.09,51.36,63.7,57.64,6.06,140283019.0,157826188.0
2021/01/15,98096522,2742758181,28.75,28.9,27.5,27.5,-0.95,32582,27.88,27.98,27.98,-0.029630942406580374,-0.0019473096724692083,-0.027683632734111167,40.18,41.46,37.62,38.12,42.67,-4.55,106933709.0,151853222.0
2021/01/18,173370432,4443937052,27.1,27.15,24.9,25.75,-1.75,54610,27.34,27.76,27.78,-0.2029458353536704,-0.04214701480870945,-0.16079882054496095,33.16,38.69,22.1,18.07,26.92,-8.85,117455021.0,145521699.0
2021/01/19,102178584,2700760026,26.05,26.85,25.85,26.6,0.85,28435,27.2,27.57,27.68,-0.26861481603468107,-0.08744057505390378,-0.18117424098077728,34.84,37.41,29.7,40.77,40.05,0.72,109258666.0,141108272.0
2021/01/20,137052448,3663156636,27.1,27.8,25.9,26.25,-0.35,41452,26.91,27.46,27.57,-0.34492396253935453,-0.13893725255099393,-0.2059867099883606,33.34,36.05,27.92,34.81,36.73,-1.92,121622451.0,135568478.0
2021/01/21,145709068,3962907741,26.7,27.8,26.65,27.0,0.75,39600,26.62,27.4,27.53,-0.34095051364655404,-0.17933990477010597,-0.16161060887644807,39.3,37.13,43.64,55.64,48.02,7.62,131281411.0,135782215.0
2021/01/22,100240616,2768298211,27.35,28.0,27.2,28.0,1.0,31457,26.72,27.3,27.56,-0.2541798569510938,-0.19430789520630354,-0.05987196174479026,52.03,42.1,71.89,72.94,59.73,13.21,131710230.0,119321970.0
2021/01/25,164540551,4661507369,28.25,28.85,27.45,28.8,0.8,48167,27.33,27.34,27.64,-0.11948284834979717,-0.17934288583500227,0.0598600374852051,67.19,50.46,100.65,81.57,67.0,14.57,129944253.0,123699637.0
2021/01/26,130173262,3655550803,28.75,28.75,27.65,27.7,-1.1,38802,27.55,27.38,27.64,-0.10033866385191459,-0.16354204143838474,0.06320337758647016,68.13,56.35,91.69,49.21,51.41,-2.2,135543189.0,122400928.0
2021/01/27,73133152,2040629842,27.95,28.25,27.6,27.8,0.1,21243,27.86,27.38,27.65,-0.07621899036951163,-0.14607743122461014,0.06985844085509851,69.58,60.76,87.22,51.82,52.63,-0.81,122759330.0,122190891.0
2021/01/28,117174866,3134272621,26.9,27.1,26.5,26.5,-1.3,35994,27.76,27.19,27.59,-0.16015692151156458,-0.14889332928200102,-0.011263592229563552,59.89,60.47,58.73,25.9,37.58,-11.68,117052489.0,124166950.0
2021/01/29,87063900,2344577631,27.0,27.5,26.45,26.45,-0.05,27135,27.45,27.08,27.53,-0.2280837117623271,-0.16473140577806625,-0.06335230598426086,46.59,55.85,28.07,25.17,37.08,-11.91,114417146.0,123063688.0
2021/02/01,88273604,2376153245,26.55,27.5,26.2,27.45,1.0,26621,27.18,27.26,27.51,-0.1989313826224688,-0.17157140114694677,-0.027359981475522016,48.58,53.42,38.9,59.36,52.49,6.87,99163757.0,114554005.0
2021/02/02,100513518,2782278523,27.75,28.1,27.3,27.35,-0.1,29044,27.11,27.33,27.45,-0.1818014223832911,-0.17361740539421566,-0.008184016989075449,46.85,51.23,38.09,55.56,50.96,4.6,93231808.0,114387498.0
2021/02/03,116839628,3262924112,27.65,28.25,27.45,27.8,0.45,29992,27.11,27.49,27.47,-0.1304112663852699,-0.16497617759242653,0.03456491120715663,51.36,51.27,51.54,68.98,57.72,11.26,101973103.0,112366216.0
2021/02/04,61044039,1704098278,27.75,28.2,27.6,27.9,0.1,18177,27.39,27.58,27.49,-0.08068494739667287,-0.1481179315532758,0.06743298415660293,55.62,52.72,61.42,71.82,59.25,12.57,90746938.0,103899714.0
2021/02/05,275458456,7884385249,28.5,29.15,28.1,28.3,0.4,77201,27.76,27.6,27.45,-0.008897262178862775,-0.1202737976783932,0.11137653549953043,60.81,55.42,71.59,81.81,65.36,16.45,128425849.0,121421498.0
2021/02/17,204693515,6031662036,29.4,30.3,28.8,29.05,0.75,63884,28.08,27.63,27.48,0.10727710387131495,-0.07476361736845158,0.18204072123976653,63.71,58.18,74.77,90.89,74.22,16.67,151709831.0,125436794.0
2021/02/18,381155469,11593188072,29.4,31.5,29.3,31.5,2.45,109554,28.91,28.01,27.69,0.3925159706756318,0.018692300240365098,0.3738236704352667,75.81,64.06,99.31,97.36,87.24,10.12,207838221.0,150535015.0
2021/02/19,278662923,8468972475,31.1,31.15,29.8,30.45,-1.05,83794,29.44,28.28,27.83,0.5277599150872625,0.12050582320974458,0.40725409187751793,77.27,68.46,94.89,66.85,68.99,-2.14,240202880.0,171087992.0
2021/02/22,237283247,7467568941,31.4,32.5,30.9,30.9,0.45,74642,30.04,28.71,27.95,0.6636033482862658,0.22912532822504883,0.43447802006121694,76.38,71.1,86.94,72.41,72.05,0.36,275450722.0,183098830.0
2021/02/23,168862909,5264264743,30.8,31.9,30.4,31.7,0.8,51915,30.72,29.24,28.16,0.8262886210400566,0.3485579867880504,0.47773063425200624,79.12,73.78,89.8,80.93,76.99,3.94,254131613.0,191278731.0
2021/02/24,194411545,6140773585,31.95,32.3,30.6,30.7,-1.0,62357,31.05,29.56,28.41,0.8645601182569571,0.45175841308183173,0.4128017051751254,74.2,73.92,74.76,51.25,60.62,-9.37,252075219.0,201892525.0
2021/02/25,123785266,3874946859,31.5,31.7,30.75,31.45,0.75,36935,31.04,29.98,28.65,0.9445214323926301,0.5503110169439914,0.39421041544863866,75.66,74.5,77.98,65.49,67.04,-1.55,200601178.0,204219700.0
2021/02/26,104328127,3199791366,30.5,30.95,30.4,30.55,-0.9,32964,31.06,30.25,28.87,0.924610536830631,0.6251709209213194,0.29943961590931156,69.0,72.67,61.66,42.92,54.1,-11.18,165734219.0,202968550.0
2021/03/02,101485478,3127322034,31.3,31.6,29.85,29.95,-0.6,32656,30.87,30.46,29.02,0.8506107122526458,0.6702588791875848,0.18035183306506108,56.36,67.23,34.62,31.92,46.75,-14.83,138574665.0,207012694.0
2021/03/03,108787198,3217629550,30.15,30.55,29.05,29.6,-0.35,34757,30.45,30.58,29.1,0.7550198444237104,0.6872110722348099,0.06780877218890047,42.89,59.12,10.43,26.07,42.62,-16.55,126559523.0,190345568.0
2021/03/04,137496622,3924086092,29.1,29.2,28.1,28.25,-1.35,48239,29.96,30.5,29.07,0.5638301919147324,0.6625348961707945,-0.09870470425606215,29.73,49.32,-9.45,12.66,30.09,-17.43,115176538.0,183625878.0
2021/03/05,104413957,2863591348,27.2,27.95,26.95,27.4,-0.85,36463,29.15,30.1,29.05,0.33980604602405506,0.5979891261414466,-0.25818308011739155,22.52,40.39,-13.22,8.52,24.54,-16.02,111302276.0,155951727.0
2021/03/08,73778296,2032441041,28.1,28.1,27.0,27.1,-0.3,24235,28.46,29.76,29.02,0.13648449530031215,0.5056881999732197,-0.36920370467290753,15.95,32.24,-16.63,7.26,22.73,-15.47,105192310.0,135463264.0
2021/03/09,95121309,2531118444,27.0,27.3,26.2,26.55,-0.55,31667,27.78,29.32,29.02,-0.06824303868894077,0.3909019522407876,-0.4591449909297284,12.55,25.68,-13.71,5.17,19.51,-14.34,103919476.0,121247071.0
2021/03/10,60169160,1624661777,27.1,27.3,26.8,26.85,0.3,20105,27.23,28.84,29.04,-0.20393278140202042,0.27193500551222605,-0.47586778691424647,12.3,21.22,-5.54,23.28,26.46,-3.18,94195869.0,110377696.0
2021/03/11,75809751,2103671890,27.05,28.2,27.05,28.2,1.35,26051,27.22,28.59,29.08,-0.2002260808905909,0.17750278823166266,-0.37772886912225356,20.55,20.99,19.67,66.5,50.14,16.36,81858495.0,98517516.0
2021/03/12,89149787,2532333608,28.65,28.85,28.05,28.2,0.0,28439,27.38,28.27,29.12,-0.1950401921036793,0.10299419216459427,-0.29803438426827356,26.04,22.68,32.76,66.5,50.14,16.36,78805661.0,95053968.0
2021/03/15,42601414,1189773586,28.2,28.2,27.7,27.9,-0.3,14798,27.54,28.0,29.12,-0.21268611750306832,0.03985813023106175,-0.2525442477341301,30.39,25.25,40.67,51.88,45.3,6.58,72570284.0,88881297.0
2021/03/16,39996982,1128180894,28.2,28.45,28.0,28.2,0.3,13187,27.87,27.82,29.14,-0.20015587538004453,-0.008144670891159507,-0.19201120448888503,42.48,30.99,65.46,63.81,51.07,12.74,61545419.0,82732448.0
2021/03/17,35269809,995915301,28.4,28.5,28.05,28.15,-0.05,12187,28.13,27.68,29.13,-0.19204635946736204,-0.044925008606400016,-0.147121350860962,52.85,38.28,81.99,60.09,50.0,10.09,56565549.0,75380709.0
2021/03/18,45302108,1289238844,28.3,28.75,28.2,28.3,0.15,15781,28.15,27.68,29.1,-0.17153837566719687,-0.07024768201855938,-0.10129069364863749,61.65,46.07,92.81,68.39,53.58,14.81,50464020.0,66161257.0
