排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"477,004,836","164,394",120.0,120.5,114.0,116.0,+,0.5,115.5,116.0
2,3481,群創,"355,640,553","93,684",23.2,23.5,22.25,22.3,-,0.95,22.3,22.35
3,2609,陽明,"328,556,712","124,765",116.0,117.0,111.0,113.0,-,1.5,113.0,113.5
4,2409,友達,"312,756,840","79,012",24.85,25.25,23.8,23.85,-,1.0,23.85,23.9
5,2002,中鋼,"228,299,365","79,340",37.05,37.35,35.3,36.1,-,1.1,36.05,36.1
6,2303,聯電,"210,880,690","87,577",51.7,51.9,50.2,50.7,-,1.5,50.7,50.8
7,2610,華航,"189,834,385","56,088",19.65,19.7,18.65,18.8,-,0.85,18.8,18.85
8,2618,長榮航,"178,093,120","43,684",21.4,21.45,20.05,20.35,-,1.1,20.35,20.4
9,6116,彩晶,"176,477,449","52,184",23.5,24.0,22.3,22.4,-,1.1,22.35,22.4
10,"=""00632R""",元大台灣50反1,"162,575,376","6,852",5.78,5.82,5.76,5.79,+,0.03,5.79,5.8
11,2390,云辰,"136,273,789","53,818",26.9,28.85,26.4,26.8,+,0.55,26.8,26.85
12,5608,四維航,"128,254,772","50,466",37.7,39.15,36.5,36.6,-,0.3,36.6,36.65
13,3545,敦泰,"79,740,825","53,560",232.0,248.0,229.0,248.0,+,17.5,247.5,248.0
14,2329,華泰,"73,320,496","25,206",20.5,21.6,20.0,20.25,+,0.25,20.25,20.3
15,1314,中石化,"71,191,097","14,672",13.85,13.9,13.25,13.4,-,0.4,13.35,13.4
16,3037,欣興,"70,703,918","37,647",127.0,131.5,125.0,127.0,+,1.5,127.0,127.5
17,1905,華紙,"69,937,382","30,147",29.9,30.3,27.6,27.75,-,1.8,27.75,27.8
18,"=""00715L""",期街口布蘭特正2,"68,788,925","5,494",8.25,8.39,8.25,8.36,+,0.38,8.35,8.36
19,2888,新光金,"67,678,563","11,901",9.88,9.9,9.7,9.73,-,0.17,9.72,9.73
20,3014,聯陽,"61,586,956","27,560",121.0,132.0,120.5,132.0,+,12.0,132.0,0.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
