排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"133,714,085","5,117",5.72,5.73,5.68,5.71,+,0.03,5.7,5.71
2,2618,長榮航,"116,041,882","39,499",35.2,35.5,34.55,34.55,-,1.15,34.55,34.6
3,"=""00637L""",元大滬深300正2,"104,520,360","12,688",14.86,15.67,14.83,15.67,+,0.71,15.67,15.68
4,2303,聯電,"98,646,989","36,954",48.6,49.2,48.25,48.65,-,0.25,48.65,48.7
5,1605,華新,"89,077,355","37,720",38.1,38.55,36.2,36.5,-,1.75,36.5,36.55
6,2603,長榮,"82,004,378","50,325",148.5,150.0,144.5,144.5,-,4.5,144.5,145.0
7,2610,華航,"80,299,983","28,426",27.65,27.75,27.05,27.1,-,0.75,27.1,27.15
8,2888,新光金,"72,974,589","12,128",9.14,9.18,9.06,9.08,-,0.1,9.08,9.09
9,3481,群創,"71,809,108","22,356",13.75,13.8,13.35,13.4,-,0.4,13.4,13.45
10,"=""00673R""",期元大S&P原油反1,"53,492,394","3,353",8.43,8.45,8.19,8.19,+,0.02,8.19,8.2
11,"=""00878""",國泰永續高股息,"53,430,112","30,782",18.29,18.3,18.16,18.18,-,0.16,18.18,18.19
12,1524,耿鼎,"52,003,888","19,688",14.95,15.5,13.9,13.9,-,0.6,13.9,13.95
13,2883,凱基金,"48,816,928","21,340",16.7,16.8,16.4,16.4,-,0.3,16.4,16.45
14,2359,所羅門,"48,447,672","22,480",25.7,27.4,25.2,27.1,+,1.7,27.05,27.1
15,1708,東鹼,"47,156,192","23,214",55.8,56.8,53.2,55.2,-,0.2,55.1,55.2
16,2891,中信金,"40,401,876","15,006",27.3,27.4,26.9,27.1,-,0.45,27.05,27.1
17,2609,陽明,"39,476,085","30,265",126.0,127.0,124.0,124.0,-,3.5,124.0,124.5
18,2882,國泰金,"38,485,023","20,798",57.6,57.7,56.0,56.2,-,1.8,56.2,56.3
19,2002,中鋼,"37,327,091","17,642",34.6,34.8,34.2,34.2,-,0.4,34.2,34.25
20,2409,友達,"34,208,590","9,976",17.35,17.4,17.05,17.1,-,0.3,17.1,17.15
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
