排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2603,長榮,"263,567,315","87,977",107.5,110.0,104.5,108.5,,0.0,108.5,109.0
2,2498,宏達電,"173,236,251","77,977",60.0,60.4,55.6,57.7,-,0.1,57.6,57.7
3,"=""00632R""",元大台灣50反1,"158,165,398","6,245",5.76,5.84,5.76,5.8,+,0.05,5.8,5.81
4,2609,陽明,"155,585,140","83,919",87.4,92.7,86.5,91.7,+,5.6,91.7,91.8
5,2885,元大金,"95,641,083","27,831",20.85,21.35,20.85,20.9,X,0.0,20.9,20.95
6,1513,中興電,"87,082,483","45,040",55.3,58.2,53.7,55.0,+,0.1,54.9,55.0
7,2888,新光金,"85,380,219","15,399",8.82,8.95,8.82,8.92,X,0.0,8.91,8.92
8,2618,長榮航,"75,651,175","24,885",31.2,31.25,30.2,31.2,,0.0,31.15,31.2
9,"=""00673R""",期元大S&P原油反1,"71,644,765","7,411",7.49,7.49,7.35,7.38,-,0.23,7.38,7.39
10,1605,華新,"67,893,711","25,241",37.5,37.6,35.4,37.0,-,0.45,36.95,37.0
11,6235,華孚,"60,802,231","28,163",47.5,47.8,43.0,43.8,-,3.7,43.8,43.85
12,2303,聯電,"56,891,391","27,741",42.95,42.95,41.85,41.85,-,1.05,41.85,41.9
13,"=""00637L""",元大滬深300正2,"56,394,068","7,453",19.51,19.66,19.35,19.64,+,0.2,19.64,19.65
14,3481,群創,"51,543,272","9,599",12.9,12.9,12.6,12.6,-,0.2,12.6,12.65
15,2615,萬海,"42,770,722","21,789",126.5,130.0,122.0,128.0,,0.0,127.5,128.0
16,2002,中鋼,"40,195,633","17,627",29.3,29.35,28.8,29.2,-,0.25,29.15,29.2
17,6133,金橋,"38,438,576","10,059",11.75,12.85,11.75,12.35,+,0.6,12.35,12.4
18,2388,威盛,"38,028,891","21,335",56.0,56.5,53.1,55.4,+,0.8,55.3,55.4
19,2409,友達,"37,846,314","6,276",16.95,17.0,16.7,16.85,+,0.1,16.8,16.85
20,2610,華航,"36,825,856","12,297",23.2,23.25,22.7,23.2,-,0.1,23.15,23.2
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
