排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,"=""00632R""",元大台灣50反1,"287,066,880","11,495",5.76,5.88,5.76,5.86,+,0.12,5.86,5.87
2,2603,長榮,"263,422,716","84,133",110.0,110.0,101.0,102.0,-,8.0,101.5,102.0
3,2618,長榮航,"237,169,902","71,458",32.05,32.5,30.95,31.75,+,0.2,31.7,31.75
4,2303,聯電,"201,496,372","85,117",46.3,46.35,44.1,44.1,X,0.0,44.1,44.15
5,3481,群創,"167,895,182","24,321",13.25,13.25,12.5,12.5,-,0.75,12.5,12.55
6,2610,華航,"129,905,016","37,794",24.15,24.3,23.2,23.5,-,0.5,23.45,23.5
7,2609,陽明,"115,542,584","54,663",110.0,110.5,100.5,101.0,-,8.5,101.0,101.5
8,2498,宏達電,"110,922,497","55,394",46.8,50.7,45.75,49.7,+,3.4,49.65,49.75
9,"=""00673R""",期元大S&P原油反1,"101,358,125","6,780",7.6,7.73,7.58,7.72,+,0.23,7.71,7.72
10,2409,友達,"78,530,400","14,860",16.8,16.85,16.2,16.25,-,0.5,16.25,16.3
11,"=""00637L""",元大滬深300正2,"68,574,569","8,985",18.55,18.57,18.18,18.38,-,0.06,18.37,18.38
12,1605,華新,"62,204,953","26,134",40.6,40.9,37.2,37.8,-,2.6,37.8,37.95
13,6235,華孚,"55,154,208","27,762",45.6,46.1,42.1,42.5,-,2.65,42.5,42.6
14,2002,中鋼,"54,521,064","21,771",31.9,31.95,31.0,31.0,-,0.85,31.0,31.05
15,"=""0056""",元大高股息,"51,667,680","41,539",29.24,29.25,28.48,28.5,-,0.78,28.5,28.51
16,8222,寶一,"47,553,744","22,345",20.9,22.1,19.85,21.85,+,1.15,21.75,21.85
17,2886,兆豐金,"45,457,987","15,719",35.6,36.0,35.05,35.4,-,0.2,35.4,35.45
18,"=""00878""",國泰永續高股息,"43,094,184","25,624",17.18,17.19,16.92,16.95,-,0.23,16.95,16.96
19,3037,欣興,"42,796,843","32,070",168.0,168.0,157.5,158.0,-,11.5,158.0,158.5
20,2615,萬海,"41,977,911","22,023",122.5,123.5,114.5,120.0,-,3.5,119.5,120.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
