排名,證券代號,證券名稱,成交股數,成交筆數,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示賣價
1,2498,宏達電,"238,280,647","103,527",63.0,63.0,54.9,56.9,-,3.8,56.8,56.9
2,"=""00632R""",元大台灣50反1,"235,741,392","14,793",6.19,6.32,6.17,6.32,+,0.15,6.31,6.32
3,3481,群創,"161,535,721","24,670",12.05,12.8,11.8,11.8,+,0.05,11.8,11.85
4,"=""00673R""",期元大S&P原油反1,"153,924,717","10,099",7.95,8.09,7.91,8.04,+,0.57,8.04,8.05
5,2883,凱基金,"152,393,776","30,216",13.2,13.4,12.9,12.9,X,0.0,12.9,12.95
6,2603,長榮,"143,401,293","81,547",86.4,89.7,85.6,85.8,-,1.9,85.8,85.9
7,2409,友達,"123,173,400","25,179",15.5,16.25,14.9,14.95,+,0.1,14.95,15.0
8,2303,聯電,"101,957,607","39,026",38.5,38.9,37.15,37.15,-,1.75,37.15,37.2
9,2618,長榮航,"97,382,802","28,605",32.05,32.4,31.4,31.6,-,0.7,31.55,31.6
10,"=""00637L""",元大滬深300正2,"80,484,693","11,588",20.17,20.31,19.47,19.47,-,0.51,19.46,19.47
11,2482,連宇,"76,742,504","38,901",29.9,32.5,27.15,27.6,-,2.5,27.55,27.6
12,2891,中信金,"72,787,634","18,815",24.15,24.3,23.4,23.5,-,0.8,23.5,23.55
13,"=""00878""",國泰永續高股息,"68,824,538","44,206",16.42,16.42,16.06,16.06,-,0.34,16.06,16.07
14,2610,華航,"66,983,619","20,614",22.8,23.05,22.25,22.35,X,0.0,22.3,22.35
15,"=""0056""",元大高股息,"65,783,478","48,484",26.94,26.96,26.3,26.32,-,0.64,26.32,26.33
16,2609,陽明,"59,683,954","48,068",81.1,83.0,80.3,80.3,-,1.8,80.3,80.4
17,2344,華邦電,"54,072,465","18,122",19.25,19.65,18.7,18.7,-,0.9,18.7,18.75
18,2388,威盛,"46,678,628","25,882",56.3,57.7,52.0,55.0,-,2.2,54.9,55.0
19,1303,南亞,"46,271,055","20,198",69.0,70.0,67.0,67.0,X,0.0,67.0,67.1
20,2317,鴻海,"45,875,699","22,660",103.0,103.5,100.5,100.5,-,2.0,100.5,101.0
說明:,,,,,,,,,,,,
符號說明:+/-/X表示漲/跌/不比價,,,,,,,,,,,,
本統計資訊含一般、零股、盤後定價，不含鉅額、拍賣、標購。,,,,,,,,,,,,
ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。,,,,,,,,,,,,
